,alg,n_components,kwargs,noise_id,trial_id,rre,acc_score,nmi_score,mean,sigma
0,ModifiedNMF,50,{},0,0,0.12978743776792714,0.5527777777777778,0.7204630273946756,0.0,0.0
1,NmfL2Estimator,50,{},0,0,0.14659401445819567,0.7722222222222223,0.869413592738526,0.0,0.0
2,NmfHyperEstimator,50,{},0,0,0.1464377558637464,0.8,0.8879980509663261,0.0,0.0
3,NmfL1Estimator,50,{},0,0,0.3049631748019355,0.19722222222222222,0.36438069787656047,0.0,0.0
4,ModifiedNMF,50,{},0,1,0.12974008924581426,0.6027777777777777,0.763567745543076,0.0,0.0
5,NmfL2Estimator,50,{},0,1,0.14711032263781645,0.725,0.8530768604845698,0.0,0.0
6,NmfHyperEstimator,50,{},0,1,0.1475735420983823,0.7277777777777777,0.8673981376481604,0.0,0.0
7,NmfL1Estimator,50,{},0,1,0.3052563585614815,0.2,0.34857114107425785,0.0,0.0
8,ModifiedNMF,50,{},0,2,0.13025712775109174,0.5638888888888889,0.7120938133275825,0.0,0.0
9,NmfL2Estimator,50,{},0,2,0.14693606673732418,0.7055555555555556,0.842449888324273,0.0,0.0
10,NmfHyperEstimator,50,{},0,2,0.1290394820622694,0.7916666666666666,0.8871155719754921,0.0,0.0
11,NmfL1Estimator,50,{},0,2,0.304280042285132,0.20277777777777778,0.38594962745792366,0.0,0.0
12,ModifiedNMF,50,{},0,3,0.12943989286242874,0.6166666666666667,0.7579208606331038,0.0,0.0
13,NmfL2Estimator,50,{},0,3,0.14614367462070685,0.7027777777777777,0.828377028693868,0.0,0.0
14,NmfHyperEstimator,50,{},0,3,0.14413677060911548,0.7666666666666667,0.8676721808122179,0.0,0.0
15,NmfL1Estimator,50,{},0,3,0.3037350061724115,0.18611111111111112,0.37473282867641944,0.0,0.0
16,ModifiedNMF,50,{},0,4,0.12997757283044084,0.6027777777777777,0.7618023435739265,0.0,0.0
17,NmfL2Estimator,50,{},0,4,0.1474279418095028,0.7166666666666667,0.8550971796341886,0.0,0.0
18,NmfHyperEstimator,50,{},0,4,0.1295569678452427,0.7916666666666666,0.8977431695926853,0.0,0.0
19,NmfL1Estimator,50,{},0,4,0.30443052679066435,0.18888888888888888,0.3806183619472935,0.0,0.0
20,ModifiedNMF,50,{},1,0,0.12758729155861498,0.55,0.7091887625540113,0.0,5.0
21,NmfL2Estimator,50,{},1,0,0.1454608971093463,0.6638888888888889,0.8247815302718774,0.0,5.0
22,NmfHyperEstimator,50,{},1,0,0.13208091401266336,0.7555555555555555,0.8691140297518298,0.0,5.0
23,NmfL1Estimator,50,{},1,0,0.29202441539601826,0.18888888888888888,0.3737991869839775,0.0,5.0
24,ModifiedNMF,50,{},1,1,0.12771314845265175,0.6194444444444445,0.7593690576909977,0.0,5.0
25,NmfL2Estimator,50,{},1,1,0.14436401778485272,0.7361111111111112,0.8540376499677098,0.0,5.0
26,NmfHyperEstimator,50,{},1,1,0.13408349554486101,0.7555555555555555,0.876875489373842,0.0,5.0
27,NmfL1Estimator,50,{},1,1,0.2929950788450776,0.18333333333333332,0.34831290429907247,0.0,5.0
28,ModifiedNMF,50,{},1,2,0.12771706302448504,0.5722222222222222,0.7203087715266443,0.0,5.0
29,NmfL2Estimator,50,{},1,2,0.14551172434480467,0.7388888888888889,0.8714042049146614,0.0,5.0
30,NmfHyperEstimator,50,{},1,2,0.1331191959709677,0.7888888888888889,0.8861072414922402,0.0,5.0
31,NmfL1Estimator,50,{},1,2,0.2916412158296355,0.19722222222222222,0.3805655876990827,0.0,5.0
32,ModifiedNMF,50,{},1,3,0.1269377451280287,0.6361111111111111,0.7748412004752402,0.0,5.0
33,NmfL2Estimator,50,{},1,3,0.14438068305619586,0.7166666666666667,0.8403106435935183,0.0,5.0
34,NmfHyperEstimator,50,{},1,3,0.1294914540688332,0.7444444444444445,0.857295061076954,0.0,5.0
35,NmfL1Estimator,50,{},1,3,0.2919127269558359,0.18055555555555555,0.3481710772975096,0.0,5.0
36,ModifiedNMF,50,{},1,4,0.1275323446239824,0.575,0.733087213277374,0.0,5.0
37,NmfL2Estimator,50,{},1,4,0.1454314615032574,0.7694444444444445,0.870270662539103,0.0,5.0
38,NmfHyperEstimator,50,{},1,4,0.14271116304898548,0.7555555555555555,0.8665720523907222,0.0,5.0
39,NmfL1Estimator,50,{},1,4,0.2921601721405572,0.18611111111111112,0.36345228434973953,0.0,5.0
40,ModifiedNMF,50,{},2,0,0.12683399705127515,0.5694444444444444,0.7243702458954745,0.0,10.0
41,NmfL2Estimator,50,{},2,0,0.14390918605391706,0.7166666666666667,0.8405179149755758,0.0,10.0
42,NmfHyperEstimator,50,{},2,0,0.1316856966528699,0.7194444444444444,0.8451156256449854,0.0,10.0
43,NmfL1Estimator,50,{},2,0,0.2712331549513211,0.18888888888888888,0.36601522936064146,0.0,10.0
44,ModifiedNMF,50,{},2,1,0.1271280006305125,0.6194444444444445,0.777962792598464,0.0,10.0
45,NmfL2Estimator,50,{},2,1,0.14441279976071383,0.7861111111111111,0.8825767436062324,0.0,10.0
46,NmfHyperEstimator,50,{},2,1,0.13105763835584847,0.7555555555555555,0.8797057056989093,0.0,10.0
47,NmfL1Estimator,50,{},2,1,0.2721641588029352,0.18333333333333332,0.3614094429178707,0.0,10.0
48,ModifiedNMF,50,{},2,2,0.1272400820959187,0.625,0.7561193372942707,0.0,10.0
49,NmfL2Estimator,50,{},2,2,0.14377852690831036,0.7416666666666667,0.8612956181469602,0.0,10.0
50,NmfHyperEstimator,50,{},2,2,0.13543705915283039,0.7833333333333333,0.8841486825593152,0.0,10.0
51,NmfL1Estimator,50,{},2,2,0.27088670054540975,0.2,0.3627352597556453,0.0,10.0
52,ModifiedNMF,50,{},2,3,0.1266405405481887,0.5972222222222222,0.7499641044121467,0.0,10.0
53,NmfL2Estimator,50,{},2,3,0.1443139402857414,0.7416666666666667,0.8553518799146431,0.0,10.0
54,NmfHyperEstimator,50,{},2,3,0.13104400973703909,0.7583333333333333,0.8657588305694172,0.0,10.0
55,NmfL1Estimator,50,{},2,3,0.2711830990306791,0.18888888888888888,0.3619354215453242,0.0,10.0
56,ModifiedNMF,50,{},2,4,0.12708172655624558,0.6027777777777777,0.7561809618890751,0.0,10.0
57,NmfL2Estimator,50,{},2,4,0.1432416068142791,0.7305555555555555,0.8503805029390638,0.0,10.0
58,NmfHyperEstimator,50,{},2,4,0.1322054250389036,0.7055555555555556,0.8517004649086577,0.0,10.0
59,NmfL1Estimator,50,{},2,4,0.2712232263843995,0.19444444444444445,0.3971596078261616,0.0,10.0
60,ModifiedNMF,50,{},3,0,0.1255680090743357,0.5722222222222222,0.7255511116567365,0.0,15.0
61,NmfL2Estimator,50,{},3,0,0.14199953746110744,0.7555555555555555,0.8703065365443403,0.0,15.0
62,NmfHyperEstimator,50,{},3,0,0.14913968160161625,0.7361111111111112,0.8603346709001328,0.0,15.0
63,NmfL1Estimator,50,{},3,0,0.24598583703229954,0.175,0.35829419336863416,0.0,15.0
64,ModifiedNMF,50,{},3,1,0.12588040455205876,0.5694444444444444,0.719159808992796,0.0,15.0
65,NmfL2Estimator,50,{},3,1,0.14212548039046521,0.7055555555555556,0.8444056655044242,0.0,15.0
66,NmfHyperEstimator,50,{},3,1,0.15112006581205123,0.7472222222222222,0.8666928534826362,0.0,15.0
67,NmfL1Estimator,50,{},3,1,0.24635115414696335,0.17222222222222222,0.3430732448011956,0.0,15.0
68,ModifiedNMF,50,{},3,2,0.1257414861362121,0.6583333333333333,0.7984443693301304,0.0,15.0
69,NmfL2Estimator,50,{},3,2,0.14256607809109512,0.7222222222222222,0.847141729194238,0.0,15.0
70,NmfHyperEstimator,50,{},3,2,0.135147770477835,0.7833333333333333,0.8822731204179027,0.0,15.0
71,NmfL1Estimator,50,{},3,2,0.24567440576382032,0.18055555555555555,0.3728025561694266,0.0,15.0
72,ModifiedNMF,50,{},3,3,0.12517056857796846,0.5888888888888889,0.7495946276553758,0.0,15.0
73,NmfL2Estimator,50,{},3,3,0.14168533448542156,0.775,0.8792643853380263,0.0,15.0
74,NmfHyperEstimator,50,{},3,3,0.1370097574330509,0.7111111111111111,0.843415787162803,0.0,15.0
75,NmfL1Estimator,50,{},3,3,0.2455132267007032,0.175,0.3674994819268297,0.0,15.0
76,ModifiedNMF,50,{},3,4,0.12556100224849812,0.675,0.808561832170836,0.0,15.0
77,NmfL2Estimator,50,{},3,4,0.14235237341432377,0.6944444444444444,0.8392188239071083,0.0,15.0
78,NmfHyperEstimator,50,{},3,4,0.13318666120598646,0.7666666666666667,0.866900076030782,0.0,15.0
79,NmfL1Estimator,50,{},3,4,0.24573998941217892,0.18055555555555555,0.36073713042953454,0.0,15.0
80,ModifiedNMF,50,{},4,0,0.1291751649477459,0.6055555555555555,0.7609201459134227,0.0,20.0
81,NmfL2Estimator,50,{},4,0,0.14428039511566393,0.7083333333333334,0.8372288773231192,0.0,20.0
82,NmfHyperEstimator,50,{},4,0,0.1522015997108639,0.7055555555555556,0.8415726724383601,0.0,20.0
83,NmfL1Estimator,50,{},4,0,0.23098918047245912,0.18888888888888888,0.34184603569749533,0.0,20.0
84,ModifiedNMF,50,{},4,1,0.12931620630676668,0.65,0.7937049716090827,0.0,20.0
85,NmfL2Estimator,50,{},4,1,0.14512765299547228,0.7055555555555556,0.8427690163590046,0.0,20.0
86,NmfHyperEstimator,50,{},4,1,0.15873402780049967,0.7138888888888889,0.8513443842901506,0.0,20.0
87,NmfL1Estimator,50,{},4,1,0.2317355990201895,0.16666666666666666,0.31609001331354336,0.0,20.0
88,ModifiedNMF,50,{},4,2,0.12931611522173586,0.5944444444444444,0.743850747433753,0.0,20.0
89,NmfL2Estimator,50,{},4,2,0.1449846524984462,0.75,0.8677159377921743,0.0,20.0
90,NmfHyperEstimator,50,{},4,2,0.15871902837568586,0.6833333333333333,0.817943652826301,0.0,20.0
91,NmfL1Estimator,50,{},4,2,0.23106120824374357,0.18333333333333332,0.34388509384741606,0.0,20.0
92,ModifiedNMF,50,{},4,3,0.12882609237004014,0.5527777777777778,0.7093268950854104,0.0,20.0
93,NmfL2Estimator,50,{},4,3,0.14453582982501115,0.7333333333333333,0.8483782228762621,0.0,20.0
94,NmfHyperEstimator,50,{},4,3,0.15589548934216735,0.7,0.833872736420881,0.0,20.0
95,NmfL1Estimator,50,{},4,3,0.2311352131544356,0.18611111111111112,0.3404606037717557,0.0,20.0
96,ModifiedNMF,50,{},4,4,0.1291213506517739,0.6194444444444445,0.7589727698821974,0.0,20.0
97,NmfL2Estimator,50,{},4,4,0.14503442279520984,0.7305555555555555,0.8502091758351571,0.0,20.0
98,NmfHyperEstimator,50,{},4,4,0.16302989580202104,0.675,0.8192292600853697,0.0,20.0
99,NmfL1Estimator,50,{},4,4,0.23116937088112408,0.16944444444444445,0.33416644004388063,0.0,20.0
100,ModifiedNMF,50,{},5,0,0.13451818277160632,0.6416666666666667,0.7678316116818039,0.0,25.0
101,NmfL2Estimator,50,{},5,0,0.14937895589755107,0.6722222222222223,0.8156956775051335,0.0,25.0
102,NmfHyperEstimator,50,{},5,0,0.14329444623376414,0.7527777777777778,0.8632028007664293,0.0,25.0
103,NmfL1Estimator,50,{},5,0,0.22301032476732283,0.16944444444444445,0.3402515808686021,0.0,25.0
104,ModifiedNMF,50,{},5,1,0.13457298330871048,0.5777777777777777,0.7404889321217788,0.0,25.0
105,NmfL2Estimator,50,{},5,1,0.14928384994154228,0.7305555555555555,0.8523654887535289,0.0,25.0
106,NmfHyperEstimator,50,{},5,1,0.15439544243074968,0.6944444444444444,0.8423027289669764,0.0,25.0
107,NmfL1Estimator,50,{},5,1,0.22347758255481381,0.175,0.36211030414135176,0.0,25.0
108,ModifiedNMF,50,{},5,2,0.1345278738516794,0.6,0.7483461495410116,0.0,25.0
109,NmfL2Estimator,50,{},5,2,0.14912314033862514,0.6694444444444444,0.8128641560614605,0.0,25.0
110,NmfHyperEstimator,50,{},5,2,0.15023192010734912,0.7388888888888889,0.8493107096073959,0.0,25.0
111,NmfL1Estimator,50,{},5,2,0.2228883078939772,0.17777777777777778,0.351976613463353,0.0,25.0
112,ModifiedNMF,50,{},5,3,0.13417880257237128,0.6166666666666667,0.7695935293277864,0.0,25.0
113,NmfL2Estimator,50,{},5,3,0.1487157011206572,0.7222222222222222,0.841498236340802,0.0,25.0
114,NmfHyperEstimator,50,{},5,3,0.15781991570530401,0.6944444444444444,0.8364655998413674,0.0,25.0
115,NmfL1Estimator,50,{},5,3,0.2229149728265545,0.175,0.33650155242736063,0.0,25.0
116,ModifiedNMF,50,{},5,4,0.13454413071595203,0.6305555555555555,0.7562556542282627,0.0,25.0
117,NmfL2Estimator,50,{},5,4,0.14921022502415088,0.7,0.8373814098897794,0.0,25.0
118,NmfHyperEstimator,50,{},5,4,0.14306176209676946,0.75,0.8675495255606287,0.0,25.0
119,NmfL1Estimator,50,{},5,4,0.22292819899445324,0.16944444444444445,0.3432057877753554,0.0,25.0
120,ModifiedNMF,50,{},6,0,0.14313926396706975,0.5305555555555556,0.6974051309501036,0.0,30.0
121,NmfL2Estimator,50,{},6,0,0.15682931171586711,0.7083333333333334,0.835542654244148,0.0,30.0
122,NmfHyperEstimator,50,{},6,0,0.15149369374422145,0.75,0.8633202023867569,0.0,30.0
123,NmfL1Estimator,50,{},6,0,0.2222124736539471,0.17777777777777778,0.34415467458322246,0.0,30.0
124,ModifiedNMF,50,{},6,1,0.14323593178306324,0.5944444444444444,0.7454081319731884,0.0,30.0
125,NmfL2Estimator,50,{},6,1,0.15690466041802603,0.6805555555555556,0.8309103738166409,0.0,30.0
126,NmfHyperEstimator,50,{},6,1,0.1559375133654993,0.7222222222222222,0.8445723215635623,0.0,30.0
127,NmfL1Estimator,50,{},6,1,0.2227390516551975,0.17222222222222222,0.3697993815758821,0.0,30.0
128,ModifiedNMF,50,{},6,2,0.14313806586951722,0.6305555555555555,0.7695946772473367,0.0,30.0
129,NmfL2Estimator,50,{},6,2,0.1569165271106314,0.6916666666666667,0.8215560340750331,0.0,30.0
130,NmfHyperEstimator,50,{},6,2,0.15160512651507033,0.7277777777777777,0.8506637142794106,0.0,30.0
131,NmfL1Estimator,50,{},6,2,0.22211017349325235,0.18055555555555555,0.35102425947324983,0.0,30.0
132,ModifiedNMF,50,{},6,3,0.14278512672681504,0.6444444444444445,0.7803287019400035,0.0,30.0
133,NmfL2Estimator,50,{},6,3,0.1567251792880007,0.7,0.8297911396138566,0.0,30.0
134,NmfHyperEstimator,50,{},6,3,0.15093336847531358,0.7444444444444445,0.8401967197378925,0.0,30.0
135,NmfL1Estimator,50,{},6,3,0.221908260410609,0.19166666666666668,0.37140001858567706,0.0,30.0
136,ModifiedNMF,50,{},6,4,0.1430978271987254,0.5694444444444444,0.7105004532149072,0.0,30.0
137,NmfL2Estimator,50,{},6,4,0.15698812510461535,0.6833333333333333,0.8103539229523814,0.0,30.0
138,NmfHyperEstimator,50,{},6,4,0.16071972525088205,0.6805555555555556,0.8114860087443098,0.0,30.0
139,NmfL1Estimator,50,{},6,4,0.22201186508176668,0.18055555555555555,0.3438179691273736,0.0,30.0
140,ModifiedNMF,50,{},7,0,0.14261622022056564,0.6388888888888888,0.7819392956594073,0.0,35.0
141,NmfL2Estimator,50,{},7,0,0.15581646990116096,0.6972222222222222,0.8130334842955015,0.0,35.0
142,NmfHyperEstimator,50,{},7,0,0.15088329769013512,0.6944444444444444,0.8337534516689515,0.0,35.0
143,NmfL1Estimator,50,{},7,0,0.21131067990650154,0.17222222222222222,0.36239566525136785,0.0,35.0
144,ModifiedNMF,50,{},7,1,0.14262897144629846,0.6166666666666667,0.7634773035181027,0.0,35.0
145,NmfL2Estimator,50,{},7,1,0.15586313377113534,0.6777777777777778,0.8117142538575474,0.0,35.0
146,NmfHyperEstimator,50,{},7,1,0.1542108210034821,0.7111111111111111,0.8472997082722686,0.0,35.0
147,NmfL1Estimator,50,{},7,1,0.21152646221054908,0.18888888888888888,0.34686770790219557,0.0,35.0
148,ModifiedNMF,50,{},7,2,0.1425707903152005,0.5944444444444444,0.762980330507982,0.0,35.0
149,NmfL2Estimator,50,{},7,2,0.15611589212001425,0.6388888888888888,0.7978225048638553,0.0,35.0
150,NmfHyperEstimator,50,{},7,2,0.15383659719483092,0.6972222222222222,0.8231349903649737,0.0,35.0
151,NmfL1Estimator,50,{},7,2,0.21100933420037316,0.17777777777777778,0.3604754349885865,0.0,35.0
152,ModifiedNMF,50,{},7,3,0.14242151780517717,0.6166666666666667,0.7519174588692955,0.0,35.0
153,NmfL2Estimator,50,{},7,3,0.15569410731746555,0.65,0.8005801792421217,0.0,35.0
154,NmfHyperEstimator,50,{},7,3,0.15077777414848345,0.6694444444444444,0.8221739574494368,0.0,35.0
155,NmfL1Estimator,50,{},7,3,0.2114205854348932,0.18611111111111112,0.38337044541769255,0.0,35.0
156,ModifiedNMF,50,{},7,4,0.14269441067593172,0.6138888888888889,0.7517359304529857,0.0,35.0
157,NmfL2Estimator,50,{},7,4,0.15576428083994281,0.6777777777777778,0.8113611775244658,0.0,35.0
158,NmfHyperEstimator,50,{},7,4,0.15078033625722342,0.7138888888888889,0.8255348837935398,0.0,35.0
159,NmfL1Estimator,50,{},7,4,0.21112429693156293,0.18611111111111112,0.3448228870386738,0.0,35.0
